Symbol,Name,Sector,Industry
PRFT,"Perficient, Inc.",Technology,EDP Services
PERI,Perion Network Ltd,Technology,EDP Services
PLAB,"Photronics, Inc.",Technology,Semiconductors
PXLW,"Pixelworks, Inc.",Technology,Semiconductors
PLXS,Plexus Corp.,Technology,Electrical Products
PNTR,Pointer Telocation Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
POWI,"Power Integrations, Inc.",Technology,Semiconductors
IPDN,"Professional Diversity Network, Inc.",Technology,"Computer Software: Programming, Data Processing"
PRGS,Progress Software Corporation,Technology,Computer Software: Prepackaged Software
PFPT,"Proofpoint, Inc.",Technology,EDP Services
PRO,"PROS Holdings, Inc.",Technology,EDP Services
PTC,PTC Inc.,Technology,Computer Software: Prepackaged Software
PSTG,"Pure Storage, Inc. ",Technology,Electronic Components
QTWO,"Q2 Holdings, Inc.",Technology,Computer Software: Prepackaged Software
QADA,QAD Inc.,Technology,Computer Software: Prepackaged Software
QADB,QAD Inc.,Technology,Computer Software: Prepackaged Software
QRVO,"Qorvo, Inc.",Technology,Semiconductors
QCOM,QUALCOMM Incorporated,Technology,Radio And Television Broadcasting And Communications Equipment
QSII,"Quality Systems, Inc.",Technology,EDP Services
QBAK,Qualstar Corporation,Technology,Electronic Components
QLYS,"Qualys, Inc.",Technology,Computer Software: Prepackaged Software
QTNA,"Quantenna Communications, Inc.",Technology,Semiconductors
QTM,Quantum Corporation,Technology,Electronic Components
QRHC,Quest Resource Holding Corporation.,Technology,Diversified Commercial Services
QUIK,QuickLogic Corporation,Technology,Semiconductors
QUMU,Qumu Corporation,Technology,Computer Software: Prepackaged Software
QUNR,Qunar Cayman Islands Limited,Technology,"Computer Software: Programming, Data Processing"
RDCM,Radcom Ltd.,Technology,Computer peripheral equipment
RSYS,RadiSys Corporation,Technology,Computer peripheral equipment
RMBS,"Rambus, Inc.",Technology,Semiconductors
RPD,"Rapid7, Inc.",Technology,Computer Software: Prepackaged Software
RCMT,"RCM Technologies, Inc.",Technology,Professional Services
RNWK,"RealNetworks, Inc.",Technology,EDP Services
RP,"RealPage, Inc.",Technology,Computer Software: Prepackaged Software
RHT,"Red Hat, Inc.",Technology,"Computer Software: Programming, Data Processing"
RWC,RELM Wireless Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
SOL,Renesola Ltd.,Technology,Semiconductors
RENN,Renren Inc.,Technology,EDP Services
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services
RESN,Resonant Inc.,Technology,Semiconductors
RXN,Rexnord Corporation,Technology,Industrial Machinery/Components
RNG,"Ringcentral, Inc.",Technology,EDP Services
RHI,Robert Half International Inc.,Technology,Professional Services
FUEL,Rocket Fuel Inc.,Technology,"Computer Software: Programming, Data Processing"
RST,Rosetta Stone,Technology,Computer Software: Prepackaged Software
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing"
CRM,Salesforce.com Inc,Technology,Computer Software: Prepackaged Software
SANM,Sanmina Corporation,Technology,Electrical Products
SAP,SAP SE,Technology,Computer Software: Prepackaged Software
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services
SGMS,Scientific Games Corp,Technology,EDP Services
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
STX,Seagate Technology PLC,Technology,Electronic Components
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software
SMI,Semiconductor  Manufacturing International Corporation,Technology,Semiconductors
LEDS,SemiLEDS Corporation,Technology,Semiconductors
SMTC,Semtech Corporation,Technology,Semiconductors
SQNS,Sequans Communications S.A.,Technology,Semiconductors
NOW,"ServiceNow, Inc.",Technology,Computer Software: Prepackaged Software
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment
SHSP,"SharpSpring, Inc.",Technology,Computer Software: Prepackaged Software
SHOP,Shopify Inc.,Technology,Computer Software: Prepackaged Software
SSTK,"Shutterstock, Inc.",Technology,EDP Services
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products
SILC,Silicom Ltd,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors
SSNI,"Silver Spring Networks, Inc.",Technology,Computer Communications Equipment
SLP,"Simulations Plus, Inc.",Technology,EDP Services
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,Technology,Electrical Products
SRAX,"Social Reality, Inc.",Technology,Advertising
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing
SOHU,Sohu.com Inc.,Technology,EDP Services
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SONS,"Sonus Networks, Inc.",Technology,EDP Services
SPA,Sparton Corporation,Technology,Electrical Products
ANY,Sphere 3D Corp.,Technology,EDP Services
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software
SPXC,SPX Corporation,Technology,Industrial Machinery/Components
FLOW,"SPX FLOW, Inc.",Technology,Industrial Machinery/Components
SQ,"Square, Inc.",Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services
SXI,Standex International Corporation,Technology,Industrial Machinery/Components
SRT,"StarTek, Inc.",Technology,Professional Services
STM,STMicroelectronics N.V.,Technology,Semiconductors
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services
SEMI,SunEdison Semiconductor Limited,Technology,Semiconductors
SPWR,SunPower Corporation,Technology,Semiconductors
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",Technology,Semiconductors
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SPRT,"support.com, Inc.",Technology,EDP Services
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
SYNA,Synaptics Incorporated,Technology,EDP Services
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services
SNX,Synnex Corporation,Technology,Retail: Computer Software & Peripheral Equipment
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",Technology,EDP Services
SYRX,Sysorex Global,Technology,EDP Services
DATA,"Tableau Software, Inc.",Technology,Computer Software: Prepackaged Software
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software
TNGO,"Tangoe, Inc.",Technology,Computer Software: Prepackaged Software
TMH,"Team Health Holdings, Inc.",Technology,Professional Services
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services
TNC,Tennant Company,Technology,Industrial Machinery/Components
TDC,Teradata Corporation,Technology,Computer Manufacturing
TSRA,"Tessera Technologies, Inc.",Technology,Semiconductors
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TGH,Textainer Group Holdings Limited,Technology,Diversified Commercial Services
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software
KEYW,The KEYW Holding Corporation,Technology,EDP Services
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
RUBI,"The Rubicon Project, Inc.",Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software
TISA,"Top Image Systems, Ltd.",Technology,Computer peripheral equipment
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TZOO,Travelzoo Inc.,Technology,EDP Services
TRMR,"Tremor Video, Inc.",Technology,Advertising
TSL,Trina Solar Limited,Technology,Semiconductors
TRT,Trio-Tech International,Technology,Industrial Machinery/Components
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
TRTN,Triton International Limited,Technology,Diversified Commercial Services
TBI,"TrueBlue, Inc.",Technology,Professional Services
TRUE,"TrueCar, Inc.",Technology,"Computer Software: Programming, Data Processing"
TSRI,"TSR, Inc.",Technology,EDP Services
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TUBE,"TubeMogul, Inc.",Technology,Computer Software: Prepackaged Software
TCX,Tucows Inc.,Technology,EDP Services
TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing"
TYL,"Tyler Technologies, Inc.",Technology,Computer Software: Prepackaged Software
UBNT,"Ubiquiti Networks, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
UCTT,"Ultra Clean Holdings, Inc.",Technology,Semiconductors
UTEK,"Ultratech, Inc.",Technology,Industrial Machinery/Components
UIS,Unisys Corporation,Technology,EDP Services
UMC,United Microelectronics Corporation,Technology,Semiconductors
URI,"United Rentals, Inc.",Technology,Diversified Commercial Services
UPLD,"Upland Software, Inc.",Technology,Computer Software: Prepackaged Software
VRNS,"Varonis Systems, Inc.",Technology,Computer Software: Prepackaged Software
VDSI,"VASCO Data Security International, Inc.",Technology,EDP Services
VECO,Veeco Instruments Inc.,Technology,Industrial Machinery/Components
VEEV,Veeva Systems Inc.,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc.,Technology,EDP Services
VRSN,"VeriSign, Inc.",Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",Technology,EDP Services
VSAT,"ViaSat, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
VIAV,Viavi Solutions Inc.,Technology,Semiconductors
VRTU,Virtusa Corporation,Technology,EDP Services
VISN,"VisionChina Media, Inc.",Technology,Advertising
VMW,"Vmware, Inc.",Technology,Computer Software: Prepackaged Software
VISI,"Volt Information Sciences, Inc.",Technology,Professional Services
VUZI,Vuzix Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
WSTG,"Wayside Technology Group, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
WEB,"Web.com Group, Inc.",Technology,Computer Software: Prepackaged Software
WB,Weibo Corporation,Technology,"Computer Software: Programming, Data Processing"
WDC,Western Digital Corporation,Technology,Electronic Components
WYY,WidePoint Corporation,Technology,EDP Services
WIT,Wipro Limited,Technology,EDP Services
WIX,Wix.com Ltd.,Technology,"Computer Software: Programming, Data Processing"
WDAY,"Workday, Inc.",Technology,EDP Services
WK,Workiva Inc.,Technology,Computer Software: Prepackaged Software
JMU,Wowo Limited,Technology,EDP Services
WPPGY,WPP plc,Technology,Advertising
WSCI,WSI Industries Inc.,Technology,Industrial Machinery/Components
XTLY,Xactly Corporation,Technology,Computer Software: Prepackaged Software
XLNX,"Xilinx, Inc.",Technology,Semiconductors
XPLR,Xplore Technologies Corp,Technology,Computer Manufacturing
XNET,Xunlei Limited,Technology,Computer Software: Prepackaged Software
YHOO,Yahoo! Inc.,Technology,EDP Services
YNDX,Yandex N.V.,Technology,"Computer Software: Programming, Data Processing"
YGE,Yingli Green Energy Holding Company Limited,Technology,Semiconductors
YUME,"YuMe, Inc.",Technology,Advertising
YY,YY Inc.,Technology,EDP Services
ZBRA,Zebra Technologies Corporation,Technology,Industrial Machinery/Components
ZDGE,"Zedge, Inc.",Technology,Computer Software: Prepackaged Software
ZEN,"Zendesk, Inc.",Technology,EDP Services
ZPIN,Zhaopin Limited,Technology,Professional Services
ZIXI,Zix Corporation,Technology,EDP Services
ZNGA,Zynga Inc.,Technology,EDP Services
